LVMH; https://www.lvmh.fr/   
Sanofi; https://www.sanofi.com/fr  
L'Oréal; https://www.loreal-paris.fr/ 
TotalEnergies; https://www.totalenergies.fr/  
Airbus Group; https://www.airbus.com/fr  
Schneider Electric; https://www.se.com/fr  
Air Liquide; https://www.airliquide.com/fr 
Essilor Luxottica; https://www.essilorluxottica.com/fr 
kering; https://www.kering.com/fr/  
BNP Paribas; https://group.bnpparibas/ 
